repayment_rate,payment_timeliness_ratio,avg_days_late,missed_payment_count,partial_payment_ratio,customer_tenure_days,num_transactions,avg_transaction_amount,credit_trend,is_january_window,is_default,archetype
0.8396,0.4444,17.0,1,0.1,140,10,20086.08,0.9833,0,0,reliable
0.4849,0.3333,4.0,4,0.0,54,7,16706.95,0.6064,0,0,reliable
0.0,0.5,0.0,7,0.0,45,7,15493.63,1.3758,0,0,high_risk
0.6532,0.0,26.0,2,0.2,106,5,9706.56,1.2831,0,1,moderate
0.819,1.0,0.0,1,0.0,51,3,19592.93,0.5431,0,1,reliable
0.8386,0.75,10.0,2,0.0,119,6,21781.28,0.4842,0,0,reliable
0.4878,0.3333,14.5,3,0.1111,71,9,24777.01,1.2818,0,0,reliable
1.0,0.75,7.0,0,0.0,323,4,27814.62,1.0396,0,0,reliable
0.9668,0.3333,60.0,0,0.1667,294,6,14323.9,1.8122,0,1,reliable
0.0756,1.0,0.0,4,0.2,21,5,22562.55,0.3076,0,0,reliable
0.445,0.0,106.75,3,0.1429,233,7,17493.32,0.6016,0,0,reliable
0.6905,0.5714,30.33,2,0.1111,106,9,24045.84,1.0474,0,0,reliable
0.6512,0.6667,11.0,1,0.25,55,4,26219.62,0.6168,0,0,reliable
1.0,0.4444,11.6,0,0.0,144,9,26822.93,1.0774,0,0,reliable
0.1542,0.0,36.0,1,0.5,186,2,31362.15,1.0,0,0,high_risk
0.0,0.5,0.0,4,0.0,30,4,17118.32,1.8447,0,1,high_risk
0.9797,0.5556,36.25,0,0.1111,284,9,14663.12,1.6172,0,0,reliable
0.6579,0.0,29.25,2,0.1667,104,6,15571.17,0.6841,0,1,moderate
0.7815,0.8,4.0,1,0.0,266,6,24004.61,1.116,0,0,reliable
0.0,0.5,0.0,3,0.0,57,3,13731.79,1.2004,0,0,moderate
0.8225,0.625,14.67,2,0.1,186,10,16407.79,0.5961,0,0,reliable
0.7111,0.25,9.67,1,0.0,365,5,24192.09,1.4443,0,1,moderate
0.8722,0.5,75.0,1,0.2,214,5,17500.6,0.5551,0,0,reliable
0.4321,0.5,5.5,4,0.0,151,8,24279.96,1.2415,1,0,reliable
0.4465,0.0,32.0,1,0.25,106,4,19969.52,1.6868,0,1,high_risk
0.5519,0.0,58.4,2,0.1429,244,7,16693.19,1.439,0,1,moderate
0.5152,0.0,44.5,2,0.25,197,4,18068.16,0.9658,0,0,high_risk
0.8369,0.3333,38.5,2,0.125,208,8,11002.51,0.5956,1,1,reliable
0.8807,0.0,24.5,2,0.0,104,4,16245.75,0.245,0,1,high_risk
0.4171,1.0,0.0,2,0.0,134,3,25547.71,1.4391,0,0,moderate
0.4568,0.25,18.33,4,0.125,147,8,22761.79,0.7898,0,0,moderate
0.6589,0.25,40.67,3,0.1429,192,7,18732.62,0.6169,0,1,moderate
0.9215,0.2,20.0,0,0.1,225,10,21659.83,1.3027,0,0,reliable
0.4977,0.0,28.6,3,0.125,180,8,22591.54,1.2939,1,0,moderate
0.8916,0.1667,27.4,1,0.1429,206,7,23270.87,1.0224,0,0,reliable
0.8222,0.6667,6.0,1,0.0,142,7,25480.93,1.2119,0,0,reliable
0.5393,0.5,47.0,3,0.2,203,5,16821.0,0.7807,0,0,reliable
0.1753,0.0,120.5,2,0.25,241,4,14512.22,2.1273,0,1,high_risk
0.3462,0.0,67.5,4,0.1667,137,6,10456.53,1.1622,0,1,high_risk
0.6708,0.0,39.5,3,0.1111,135,9,24301.59,0.836,0,0,reliable
0.7717,0.0,6.0,1,0.0,235,3,13986.63,0.6848,0,0,reliable
0.9329,0.3333,33.0,0,0.1111,191,9,20681.06,0.8517,0,0,reliable
0.4952,0.8,12.0,4,0.1111,32,9,22551.54,1.0561,0,1,reliable
0.2252,0.0,4.0,3,0.25,42,4,25451.42,1.1902,0,1,moderate
0.7786,0.4,5.67,2,0.1429,81,7,16442.75,0.4661,0,0,reliable
0.1087,0.0,114.0,5,0.1667,210,6,22572.54,1.2445,0,0,high_risk
0.8339,0.6667,6.0,0,0.3333,104,3,26479.19,1.3257,0,1,reliable
0.2056,0.0,115.0,2,0.25,165,4,13093.26,0.1889,0,0,moderate
0.971,0.4,30.33,0,0.2,229,5,16573.28,0.5276,1,0,moderate
0.7558,0.75,4.0,0,0.25,56,4,22826.9,1.2322,0,0,reliable
0.7498,0.6667,13.0,1,0.0,59,7,20018.5,1.1295,0,0,reliable
0.5017,0.0,53.0,3,0.1429,130,7,23845.4,1.2989,0,0,moderate
0.7631,0.0,66.5,0,0.5,205,2,11097.05,1.0,0,0,moderate
0.0,0.5,0.0,4,0.0,52,4,14349.97,0.7325,0,1,high_risk
1.0,0.2857,9.4,0,0.0,252,7,18995.65,0.4634,0,0,reliable
0.0584,1.0,0.0,4,0.0,19,5,26277.47,1.3505,0,0,reliable
0.9729,0.5714,8.67,0,0.1429,134,7,27890.05,1.2553,0,1,reliable
0.9358,0.6667,4.5,1,0.0,215,7,31933.91,0.8229,0,1,reliable
0.6452,0.2,22.0,2,0.1429,118,7,15324.19,1.2281,0,0,moderate
0.5829,0.4,42.0,2,0.1429,140,7,20571.46,1.356,1,0,moderate
0.4509,0.0,29.67,3,0.1667,66,6,20002.55,0.337,0,1,moderate
0.2905,1.0,0.0,2,0.3333,61,3,31810.01,1.1121,0,0,moderate
0.5848,0.4286,12.75,3,0.1,73,10,19874.52,1.1881,0,0,reliable
0.6667,0.0,31.0,1,0.25,91,4,17425.39,1.1451,0,1,high_risk
0.5661,0.5,40.0,1,0.3333,188,3,12895.31,0.3456,0,1,moderate
0.9319,0.8571,1.0,1,0.0,66,8,17629.49,0.6598,0,1,reliable
0.7166,0.0,30.6,1,0.1667,172,6,24755.13,0.8826,0,0,moderate
1.0,0.5714,6.33,0,0.0,51,7,28050.38,0.5767,0,1,reliable
1.0,0.8,1.0,0,0.0,230,5,18843.27,1.615,0,0,reliable
1.0,1.0,0.0,0,0.0,142,3,18100.11,0.8611,1,0,reliable
0.3357,0.5,4.0,2,0.25,43,4,25692.2,1.3864,0,0,reliable
0.8802,0.5,22.5,0,0.25,84,4,16989.91,1.4492,0,0,moderate
0.4642,0.0,21.0,3,0.1667,145,6,26039.35,0.8993,0,0,reliable
0.0,0.5,0.0,2,0.0,40,2,34932.76,1.0,0,0,high_risk
0.4859,0.5,20.5,3,0.0,66,7,21737.63,0.9457,0,0,reliable
0.13,0.0,18.0,3,0.25,66,4,19835.77,0.6715,0,0,moderate
0.5,0.0,34.0,4,0.1667,110,6,17726.15,0.4541,0,1,high_risk
0.5883,0.0,31.0,2,0.2,190,5,28002.34,0.7182,0,1,moderate
0.7942,1.0,0.0,1,0.0,99,6,27532.02,0.9995,0,0,reliable
0.6876,0.4444,8.0,1,0.1,196,10,18740.55,1.6705,0,0,reliable
0.7413,0.1667,48.4,2,0.125,256,8,21914.5,0.9083,0,1,moderate
1.0,0.5556,5.75,0,0.0,261,9,23835.51,0.5679,0,0,reliable
0.8486,0.25,20.0,0,0.25,152,4,27156.13,0.9714,0,0,moderate
0.8582,0.875,1.0,1,0.0,126,9,19562.26,0.9021,0,0,reliable
0.1885,0.0,10.0,5,0.0,36,6,22084.85,1.0353,0,0,reliable
0.2535,1.0,0.0,5,0.1429,50,7,15654.03,1.0665,0,0,reliable
0.0,0.5,0.0,5,0.0,30,5,14952.68,0.3892,0,1,high_risk
0.8703,0.625,17.67,2,0.1,241,10,21744.62,0.4544,0,0,reliable
1.0,1.0,0.0,0,0.0,112,3,23615.86,1.0569,0,1,reliable
1.0,0.6667,6.5,0,0.0,137,6,14492.75,0.6627,0,0,reliable
0.8279,0.0,25.0,2,0.1,200,10,22302.75,0.7221,0,0,reliable
0.7334,0.5,16.0,1,0.1429,215,7,30839.37,1.1908,0,1,reliable
0.172,1.0,0.0,5,0.1429,36,7,20305.71,0.6537,0,0,reliable
0.6707,0.1429,18.67,2,0.1111,124,9,27489.61,1.1496,0,0,reliable
0.4788,0.0,54.0,2,0.2,163,5,19477.51,0.5191,0,0,moderate
0.4125,1.0,0.0,4,0.0,40,7,27634.97,0.87,0,0,reliable
0.9403,0.875,19.0,1,0.0,266,9,24971.28,0.643,0,0,reliable
0.7133,0.75,34.0,3,0.1429,204,7,19943.91,0.5054,1,0,reliable
0.8867,0.3333,14.0,1,0.25,78,4,9009.52,0.2428,0,1,moderate
0.815,0.6667,48.0,0,0.1667,292,6,24328.97,1.1368,0,0,reliable
0.2783,1.0,0.0,4,0.0,65,5,19357.15,1.6855,0,1,moderate
0.9342,0.6667,2.5,1,0.0,279,7,28464.82,0.6266,0,0,reliable
0.8646,0.0,31.75,2,0.1667,214,6,18888.29,0.3922,0,0,reliable
1.0,0.5714,5.67,0,0.0,300,7,20225.59,1.0421,0,0,reliable
0.413,0.0,93.0,2,0.25,326,4,20804.33,1.4661,0,0,moderate
0.784,0.625,9.33,2,0.1,146,10,19699.9,1.1221,0,0,reliable
1.0,0.75,10.0,0,0.0,273,4,23280.56,1.0074,0,1,reliable
0.7228,0.1667,28.4,2,0.125,195,8,24508.09,0.8882,1,1,moderate
1.0,0.7143,7.0,0,0.0,280,7,22919.73,1.2246,0,0,reliable
0.9091,0.4,24.33,1,0.1667,94,6,19754.88,0.4038,0,0,reliable
0.5974,0.75,11.0,1,0.2,46,5,17398.46,1.7332,0,0,reliable
1.0,0.6,10.5,0,0.0,80,5,19976.85,1.5696,0,1,reliable
0.1542,0.0,79.5,3,0.2,194,5,28395.87,1.2711,0,1,high_risk
1.0,0.7143,8.0,0,0.0,251,7,21654.71,1.2622,0,0,reliable
0.4641,0.3333,20.0,3,0.0,92,6,29191.92,1.274,0,1,moderate
0.647,0.0,81.0,1,0.25,213,4,23425.61,1.3443,0,1,moderate
0.058,1.0,0.0,3,0.25,44,4,20728.43,1.5111,0,0,moderate
0.9075,0.3333,8.75,0,0.1667,123,6,25713.72,1.4664,0,0,reliable
0.8778,0.6667,12.0,1,0.1429,217,7,15118.94,0.5726,0,0,reliable
0.4319,1.0,0.0,1,0.0,22,3,22111.97,1.7043,0,0,reliable
0.8838,1.0,0.0,1,0.0,283,6,13371.23,1.0025,0,0,reliable
0.5928,1.0,0.0,2,0.25,30,4,13985.07,1.0089,0,0,reliable
0.2345,0.3333,1.0,6,0.0,41,9,22748.88,1.2392,0,0,reliable
0.5047,0.0,12.33,1,0.25,40,4,18764.56,0.652,0,0,moderate
1.0,0.25,5.67,0,0.0,81,4,18835.07,1.0642,0,0,reliable
0.1326,1.0,0.0,1,0.0,61,2,13997.6,1.0,0,1,moderate
0.3695,0.6667,13.0,7,0.1,27,10,17449.92,0.8475,0,0,reliable
0.7012,0.4286,10.75,3,0.1,119,10,17673.23,0.8358,0,1,reliable
0.5649,0.5,10.33,3,0.1111,104,9,23965.07,0.8466,0,0,reliable
1.0,0.6667,1.0,0,0.0,136,3,25039.42,1.5866,0,0,reliable
0.9283,1.0,0.0,1,0.25,213,4,13581.63,0.1717,0,0,reliable
0.0,0.5,0.0,5,0.0,18,5,25374.04,0.4611,0,0,reliable
0.4848,0.3333,48.5,1,0.25,246,4,24129.45,1.4527,0,1,moderate
0.7599,1.0,0.0,1,0.0,285,4,16708.71,0.9603,0,0,reliable
0.7056,0.5,11.67,4,0.0,46,10,23289.11,0.7963,0,1,reliable
0.5907,0.0,41.0,1,0.3333,176,3,27559.25,0.4088,0,0,moderate
0.5654,0.0,40.5,3,0.1111,144,9,20803.96,1.0468,0,0,reliable
0.6903,0.0,21.75,0,0.25,96,4,30649.94,1.2906,0,1,moderate
0.7168,0.0,20.75,3,0.1429,116,7,18738.12,0.5951,0,0,reliable
0.0403,1.0,0.0,5,0.1667,208,6,23779.66,1.5696,0,0,moderate
0.7787,0.4286,6.5,2,0.1111,30,9,29591.5,0.8332,0,1,reliable
0.4765,0.25,54.33,3,0.1429,185,7,24477.33,1.1857,1,0,moderate
0.4808,0.5,30.0,1,0.0,196,3,21512.47,1.5575,0,0,moderate
0.9275,0.75,1.5,1,0.0,84,9,18479.17,1.1732,0,0,reliable
0.2982,0.0,18.0,1,0.5,298,2,19068.35,1.0,0,1,moderate
0.7248,0.0,30.25,1,0.2,216,5,22542.57,1.301,0,0,moderate
1.0,0.7778,7.0,0,0.0,122,9,21092.29,0.8556,0,1,reliable
0.3772,1.0,0.0,2,0.1429,49,7,17640.32,1.1908,0,0,reliable
0.2921,0.0,133.0,2,0.3333,273,3,9764.97,0.8762,0,1,high_risk
1.0,0.7143,6.0,0,0.0,237,7,19967.11,1.0716,0,0,reliable
0.9155,0.0,38.75,0,0.25,340,4,25400.72,0.3891,0,0,reliable
0.4242,1.0,0.0,3,0.0,105,5,18288.18,1.624,0,0,reliable
0.5984,0.1667,19.6,2,0.125,65,8,16306.12,1.5138,0,0,moderate
0.7424,1.0,0.0,1,0.0,103,4,21499.53,1.0305,0,0,reliable
0.6691,0.5,3.5,1,0.0,111,5,22358.06,1.6547,0,1,reliable
0.63,0.0,27.5,1,0.3333,228,3,6931.72,0.4931,0,1,moderate
0.9165,0.0,17.0,0,0.3333,167,3,21608.61,0.472,1,1,reliable
0.8872,0.5,9.0,0,0.25,147,4,23359.46,1.1746,0,0,reliable
0.8608,0.5,83.0,0,0.5,196,2,29693.95,1.0,0,0,moderate
0.0,0.5,0.0,3,0.0,37,3,14803.16,0.777,0,1,high_risk
0.8618,0.375,5.6,1,0.0,93,9,18782.34,1.4098,0,0,reliable
0.9028,0.0,21.6,1,0.1667,317,6,17659.86,0.9899,0,1,moderate
0.7396,0.5,42.0,1,0.1111,306,9,16944.4,1.0891,0,0,reliable
0.7285,0.75,9.0,2,0.1,49,10,21043.54,1.2687,0,1,reliable
0.6696,1.0,0.0,2,0.0,99,5,19543.45,1.3967,0,1,reliable
1.0,1.0,0.0,0,0.0,279,3,25344.57,0.6848,0,0,reliable
0.692,1.0,0.0,3,0.0,174,10,26686.47,1.0266,0,0,reliable
0.4927,0.1429,17.5,2,0.1111,97,9,20635.9,1.6416,0,0,reliable
0.1516,0.0,23.0,5,0.1667,87,6,27424.56,0.303,0,0,moderate
0.7736,0.4286,15.5,1,0.0,125,8,21134.32,1.1203,0,0,reliable
1.0,0.8333,7.0,0,0.0,318,6,21940.25,1.3435,0,1,reliable
0.9096,0.6667,23.0,0,0.3333,234,3,26312.2,0.413,0,1,moderate
0.4775,0.0,37.2,2,0.1429,129,7,23795.8,1.5788,0,0,moderate
0.7263,0.6667,26.0,0,0.3333,157,3,22972.75,1.0776,0,1,high_risk
0.3103,0.5,11.0,3,0.2,70,5,22640.13,0.82,0,0,moderate
1.0,0.75,6.0,0,0.0,205,4,23025.22,0.6254,0,0,reliable
0.862,0.5,13.0,0,0.5,82,2,14091.25,1.0,0,1,moderate
0.8144,1.0,0.0,2,0.0,112,4,9724.38,0.2155,0,0,moderate
1.0,0.8571,10.0,0,0.0,163,7,22702.18,0.9123,0,1,reliable
0.8036,0.625,5.33,1,0.1111,166,9,18038.43,1.2855,0,0,reliable
0.7238,0.125,41.14,2,0.1,226,10,25273.5,0.9759,0,0,reliable
0.6536,0.0,32.5,1,0.3333,167,3,27938.89,0.737,0,0,high_risk
0.784,0.4,41.33,1,0.1667,271,6,28583.16,1.276,0,0,reliable
1.0,0.4444,5.6,0,0.0,238,9,12703.72,1.2326,0,1,reliable
0.5398,0.3333,22.5,1,0.25,84,4,18661.63,0.462,0,0,moderate
0.4521,0.25,71.67,3,0.1429,209,7,18295.03,1.0594,0,0,moderate
0.4241,0.6,3.5,2,0.1429,301,7,21256.65,1.2671,0,0,reliable
0.6613,0.6667,17.0,1,0.25,258,4,18791.95,0.9427,0,1,moderate
0.5616,0.0,79.5,1,0.3333,331,3,21156.7,0.332,0,1,moderate
0.7826,0.0,4.0,1,0.0,35,3,25149.19,0.6523,0,0,reliable
0.6082,0.3333,10.0,1,0.25,135,4,26219.9,1.2115,0,0,moderate
0.1939,0.6667,4.0,4,0.1429,22,7,21491.71,0.8827,0,0,reliable
1.0,0.3333,9.5,0,0.0,61,3,22443.59,0.7762,0,1,reliable
0.5479,0.0,12.0,2,0.3333,183,3,13041.27,0.5664,0,0,moderate
0.8379,0.25,15.17,0,0.125,184,8,16648.78,1.2325,0,1,reliable
0.6724,0.5,9.5,0,0.25,113,4,18915.15,1.6916,0,1,moderate
1.0,0.625,27.67,0,0.0,147,8,24044.24,1.1679,0,0,reliable
0.723,0.5,10.5,1,0.2,37,5,28111.11,1.2378,0,1,moderate
0.0132,1.0,0.0,4,0.2,62,5,15525.15,0.6922,0,0,moderate
0.4757,0.25,6.67,3,0.1429,44,7,21332.31,0.7049,0,0,reliable
0.874,0.25,42.33,0,0.25,189,4,24811.67,0.7627,0,0,reliable
0.9376,0.8333,16.0,1,0.0,136,7,23895.39,0.3829,0,0,reliable
0.7388,0.4,55.33,3,0.125,235,8,15725.15,0.7152,0,0,moderate
0.3197,0.0,70.5,3,0.2,128,5,17692.32,1.4685,0,1,high_risk
0.578,0.0,37.0,2,0.25,137,4,15502.03,0.3798,0,0,moderate
0.9273,0.5,5.0,1,0.0,161,7,13426.59,0.3903,0,0,reliable
0.0,0.5,0.0,2,0.0,154,2,21665.51,1.0,1,0,high_risk
0.4354,0.5,12.0,5,0.1111,37,9,19800.95,1.2009,0,0,reliable
1.0,0.7778,5.0,0,0.0,224,9,26283.64,0.6763,0,1,reliable
0.0,0.5,0.0,4,0.0,38,4,31005.34,0.6854,0,1,high_risk
1.0,0.5,8.5,0,0.0,310,4,21969.48,1.6005,0,0,reliable
0.3444,0.0,133.5,3,0.2,275,5,23792.62,0.5986,0,0,high_risk
0.6823,0.5,9.0,1,0.0,102,3,28626.08,0.953,0,0,reliable
0.1779,1.0,0.0,5,0.1667,91,6,21357.34,0.7747,0,0,high_risk
0.3464,0.0,48.0,4,0.1429,199,7,21822.53,1.4584,0,1,high_risk
0.7311,0.6667,25.0,0,0.3333,202,3,32552.15,1.1757,0,0,reliable
0.6292,0.3333,6.75,2,0.125,159,8,17731.64,0.5627,0,1,reliable
0.8987,0.6667,29.0,0,0.1667,138,6,18133.56,1.3713,0,0,reliable
0.1081,1.0,0.0,5,0.1667,51,6,14201.4,1.5553,0,0,high_risk
0.5548,0.0,24.0,1,0.3333,151,3,17645.48,1.197,0,1,moderate
0.0,0.5,0.0,5,0.0,68,5,29303.16,0.8302,0,1,high_risk
0.0,0.5,0.0,2,0.0,41,2,18587.33,1.0,0,0,moderate
0.4008,0.5,30.0,3,0.2,65,5,20931.97,0.4509,0,1,moderate
0.6676,0.2,12.25,2,0.1429,81,7,28579.99,1.0954,0,0,moderate
0.5784,0.2,52.0,1,0.1667,237,6,14912.76,1.31,0,0,moderate
0.212,0.0,105.0,5,0.1667,248,6,22326.26,1.0154,0,0,high_risk
0.9677,0.0,16.14,0,0.1429,165,7,25864.37,0.8461,0,1,reliable
1.0,1.0,0.0,0,0.0,155,2,6198.89,1.0,0,1,moderate
0.3212,0.0,29.33,5,0.125,67,8,23543.4,0.8701,0,0,moderate
0.8476,0.8,12.0,1,0.1667,244,6,17944.0,0.5912,0,0,reliable
0.0284,0.0,5.0,3,0.25,46,4,19521.4,1.1851,0,1,high_risk
0.6588,0.2857,23.4,2,0.0,210,9,21551.41,1.5433,0,0,reliable
1.0,1.0,0.0,0,0.0,262,3,20082.26,1.6147,0,0,reliable
0.3297,0.0,39.67,2,0.2,271,5,28776.19,1.3527,0,0,high_risk
0.5356,0.6667,5.5,3,0.0,86,9,26369.26,1.3933,0,0,reliable
1.0,0.5,5.5,0,0.0,261,4,16480.42,0.3002,0,0,reliable
0.7304,0.6667,22.0,1,0.0,56,4,31246.49,1.0785,0,0,reliable
0.6575,0.8,8.0,2,0.1429,142,7,21403.73,0.8264,0,0,reliable
0.4005,1.0,0.0,2,0.0,66,4,19856.72,1.3852,0,0,reliable
1.0,1.0,0.0,0,0.0,216,7,21060.12,1.3427,0,0,reliable
0.8653,0.4286,25.5,2,0.0,155,9,21198.25,0.8599,0,1,reliable
0.3506,0.0,12.0,1,0.3333,60,3,35969.34,1.0109,0,1,moderate
0.8054,0.3333,69.75,1,0.1429,225,7,21373.6,0.9539,0,0,reliable
0.6317,1.0,0.0,2,0.25,122,4,20518.74,0.149,0,0,reliable
0.6465,0.6667,6.5,2,0.0,202,8,22641.14,1.4139,1,0,reliable
0.6429,0.5,9.0,1,0.0,123,3,23865.22,1.0713,0,0,moderate
0.6103,0.3333,35.75,3,0.1111,193,9,20477.95,0.8188,0,0,reliable
0.572,0.1667,18.4,3,0.1111,171,9,23212.17,0.9383,0,0,reliable
0.2627,0.0,50.33,4,0.1429,197,7,21684.39,1.207,0,0,high_risk
0.7281,0.5714,17.67,2,0.1111,154,9,21377.9,1.0238,0,0,reliable
0.277,0.0,36.0,3,0.0,96,4,17881.69,2.1733,0,1,high_risk
0.9908,0.0,21.0,0,0.1667,206,6,13570.0,1.1475,0,1,reliable
0.8127,0.0,23.75,0,0.25,152,4,16545.65,1.447,0,1,reliable
0.089,0.0,40.0,3,0.0,207,4,12220.12,0.6592,0,1,high_risk
0.5888,0.6,11.5,3,0.125,97,8,21519.43,1.1095,0,0,reliable
0.9457,0.5714,22.67,0,0.1429,206,7,13301.59,1.3067,0,0,reliable
0.5938,0.3333,18.5,1,0.25,75,4,19110.19,0.8251,0,0,reliable
0.5887,1.0,0.0,4,0.0,73,7,27662.38,0.5759,0,0,reliable
0.3791,0.0,18.0,1,0.0,118,2,16948.01,1.0,0,0,moderate
0.7841,0.5,15.67,1,0.1429,174,7,21013.24,1.0451,0,0,reliable
0.6605,0.25,68.0,2,0.1667,188,6,19622.78,0.7625,0,1,moderate
0.5413,0.1667,28.2,3,0.1111,104,9,16179.38,0.8769,0,0,reliable
0.75,0.6667,3.0,1,0.0,218,4,31982.33,1.0,1,0,reliable
0.553,0.0,112.33,1,0.25,308,4,23238.47,1.1216,0,0,high_risk
0.7104,0.6667,8.0,1,0.25,131,4,13035.1,0.1871,0,0,reliable
0.7372,0.5,7.0,2,0.0,57,8,21333.45,1.0514,0,0,reliable
0.712,0.5,43.5,2,0.1667,246,6,21301.56,0.8501,0,1,moderate
0.3708,0.0,26.5,1,0.3333,118,3,26358.71,1.397,0,1,moderate
0.0,0.5,0.0,3,0.0,12,3,30300.33,1.2298,0,0,high_risk
0.4165,0.0,60.67,2,0.2,241,5,19054.29,2.0394,0,0,moderate
1.0,0.8333,1.0,0,0.0,194,6,19040.73,1.0366,0,0,reliable
0.874,0.5714,11.67,2,0.0,118,9,18593.32,0.4182,0,0,reliable
0.873,0.25,9.0,0,0.25,245,4,21576.37,0.7987,0,1,reliable
0.7904,0.4,12.33,1,0.1667,72,6,21442.23,1.1967,0,0,reliable
0.6671,0.5,18.33,1,0.1429,86,7,23024.17,1.2019,0,1,moderate
0.8164,0.5,45.0,1,0.3333,220,3,22964.17,0.3468,0,0,moderate
0.1696,1.0,0.0,4,0.2,100,5,23933.23,1.3672,0,0,reliable
0.3576,0.0,8.5,3,0.0,27,5,19005.49,1.2656,0,0,reliable
0.8771,0.3333,26.5,1,0.1429,123,7,19429.29,1.107,0,0,reliable
0.8137,0.5,3.33,2,0.0,88,8,24343.8,0.7453,0,0,reliable
0.268,0.0,54.0,2,0.3333,128,3,24200.73,1.3838,0,1,high_risk
0.6842,0.375,10.6,2,0.1,75,10,18752.75,1.1071,0,0,reliable
0.952,0.4286,39.75,0,0.1429,361,7,17639.51,0.8899,0,1,reliable
0.8537,0.1667,45.8,0,0.1667,306,6,22316.84,0.8384,0,0,reliable
0.5354,0.5,5.0,2,0.0,110,4,27703.43,0.4852,0,0,reliable
0.9099,0.4286,65.0,1,0.125,329,8,19179.21,0.5016,0,1,reliable
0.7388,0.8333,5.0,2,0.0,131,8,25527.4,1.0449,0,0,reliable
0.398,0.0,58.0,3,0.1667,229,6,22951.36,0.9926,0,0,moderate
0.468,0.0,94.67,4,0.1429,196,7,19366.03,0.4829,0,1,moderate
0.907,0.6667,9.0,1,0.0,88,4,26273.53,0.3718,0,1,reliable
0.5132,0.25,4.0,0,0.25,25,4,20328.95,1.9645,0,1,moderate
0.7329,0.6,62.5,2,0.1429,203,7,18299.89,0.4342,0,0,reliable
0.128,0.0,54.0,4,0.2,134,5,30229.19,1.0941,0,0,high_risk
0.3906,0.0,23.5,2,0.25,196,4,22878.58,1.4738,0,0,moderate
0.5639,0.0,47.0,2,0.2,193,5,30750.71,0.8146,0,0,moderate
0.8381,0.6667,4.0,1,0.0,104,7,24126.96,1.1364,0,1,reliable
0.1462,1.0,0.0,6,0.125,30,8,20090.03,1.1246,0,0,reliable
0.5612,0.0,22.5,4,0.125,70,8,17883.02,0.906,0,1,moderate
0.6433,0.0,57.0,2,0.1429,193,7,18267.11,0.9618,0,1,moderate
0.7858,0.125,28.0,1,0.1111,211,9,22627.15,1.1848,0,0,reliable
0.3989,1.0,0.0,3,0.0,20,4,22989.26,0.813,0,0,reliable
0.6802,0.5,27.0,0,0.5,89,2,27108.67,1.0,0,0,moderate
0.1034,0.0,32.0,4,0.2,77,5,17526.0,1.2931,1,1,high_risk
0.3634,1.0,0.0,1,0.5,36,2,5974.57,1.0,0,1,moderate
0.9841,0.7143,6.5,1,0.0,212,8,27556.92,0.6612,0,0,reliable
0.8347,0.25,27.67,2,0.1667,179,6,20399.01,0.1703,0,0,moderate
0.4074,0.0,38.5,2,0.25,149,4,20476.9,1.7683,1,1,high_risk
0.4129,0.0,9.0,1,0.5,29,2,18120.72,1.0,0,0,moderate
0.9662,0.25,8.33,0,0.25,67,4,25766.91,0.9718,0,1,reliable
0.8838,0.2857,55.2,0,0.1429,209,7,17040.09,0.7634,0,0,reliable
0.5253,0.0,61.25,2,0.1667,192,6,19047.06,1.2663,0,1,moderate
0.5074,0.75,12.0,6,0.1,51,10,19056.12,1.0891,0,0,reliable
0.4451,0.0,23.5,2,0.25,53,4,22369.44,0.2689,0,0,high_risk
0.4764,0.75,9.0,2,0.1667,66,6,22019.6,1.1762,0,0,reliable
0.6999,0.0,29.33,1,0.25,83,4,15563.13,0.9931,0,1,moderate
1.0,1.0,0.0,0,0.0,205,8,20762.61,1.2094,0,0,reliable
0.8665,0.375,13.4,0,0.125,121,8,21897.41,1.1758,0,0,reliable
0.4975,0.4,16.0,5,0.1,44,10,24442.7,1.1477,0,0,reliable
0.7893,0.0,67.4,1,0.1667,326,6,31056.3,0.9236,0,0,reliable
0.286,0.0,22.0,3,0.25,158,4,22087.36,0.8941,0,0,high_risk
0.6785,0.25,76.0,1,0.2,234,5,20831.48,0.4243,0,1,moderate
0.3094,0.3333,12.5,6,0.1111,30,9,20896.67,0.6913,0,0,reliable
0.793,0.0,57.0,1,0.1667,287,6,21158.09,0.92,0,0,moderate
0.4774,0.0,16.5,3,0.0,177,5,27662.66,1.1377,0,0,moderate
0.4016,0.5,2.0,1,0.3333,226,3,17064.37,1.7479,0,0,reliable
0.7695,1.0,0.0,2,0.0,123,4,15459.12,0.2065,0,1,moderate
0.8392,0.1667,42.8,1,0.1429,224,7,20632.68,1.0347,0,0,reliable
0.3305,0.0,59.5,3,0.2,170,5,20425.74,1.1366,0,0,moderate
0.5877,0.0,42.2,2,0.1429,209,7,26724.15,0.8966,0,0,moderate
0.4658,0.5,12.0,2,0.0,58,4,19763.96,0.7724,0,0,moderate
0.6457,0.5714,13.0,2,0.1111,81,9,25584.45,1.2152,0,0,reliable
0.5778,0.25,13.33,0,0.25,50,4,16489.47,1.8646,0,0,reliable
0.8711,0.6667,5.5,0,0.1667,128,6,22134.7,1.0394,0,1,reliable
0.9857,0.4444,12.4,0,0.1111,74,9,15107.59,1.8633,0,1,reliable
0.6187,0.7143,10.0,3,0.0,192,10,22976.33,1.271,0,0,reliable
0.8065,0.8,18.0,0,0.2,278,5,20056.26,1.058,0,1,reliable
